 Timeseries at gridpoint ( 11 , 9 )
 YEAR MONTH   DAY  HOUR     WS        WD         T        W         PG         U*        Lmo   Prec.Rate Mix.Hgt  
                           (m/s)     (deg)      (K)     (cm/s)     class     (m/s)      (m)     (mm/hr)     (m)   
                         Layer 1   Layer 1   Layer 1   Layer 1   Layer
 2017     1     1    1      1.64    290.06    276.47      0.07      4.00      0.22     74.67      0.00    161.52
 2017     1     1    2      1.41    288.86    276.10      0.04      6.00      0.12     19.86      0.00     61.47
 2017     1     1    3      1.29    285.59    276.07      0.06      6.00      0.11     19.86      0.00     58.82
 2017     1     1    4      1.31    280.30    275.32      0.07      6.00      0.11     19.87      0.00     59.24
 2017     1     1    5      1.31    292.30    275.33      0.09      6.00      0.11     19.86      0.00     59.30
 2017     1     1    6      1.14    278.37    274.79     -0.02      6.00      0.10     19.86      0.00     55.44
 2017     1     1    7      1.12    291.36    274.63      0.08      6.00      0.09     19.86      0.00     54.94
 2017     1     1    8      1.02    277.72    274.55     -0.06      6.00      0.09     19.86      0.00     52.40
 2017     1     1    9      1.09    252.19    275.33     -0.05      3.00      0.09     19.86      0.00     53.98
 2017     1     1   10      1.20    288.84    277.06      0.08      3.00      0.24    -63.97      0.00    165.96
 2017     1     1   11      1.11    284.92    277.72      0.05      2.00      0.24    -27.01      0.00    262.90
 2017     1     1   12      0.74    252.68    279.19     -0.01      2.00      0.21     -8.16      0.00    350.89
 2017     1     1   13      1.06    225.61    279.74     -0.03      2.00      0.25    -18.77      0.00    428.75
 2017     1     1   14      2.32    195.56    279.82     -0.30      3.00      0.43   -127.21      0.00    495.22
 2017     1     1   15      2.25    194.42    279.75     -0.27      4.00      0.41   -182.13      0.00    484.61
 2017     1     1   16      1.09    215.50    279.67     -0.04      3.00      0.18  ********      0.00    412.77
 2017     1     1   17      1.95    203.05    278.44     -0.32      4.00      0.21     34.22      0.00    106.80
 2017     1     1   18      1.96    210.72    277.42     -0.27      6.00      0.21     35.45      0.00    109.77
 2017     1     1   19      1.64    229.55    276.42     -0.13      6.00      0.14     19.86      0.00     66.32
 2017     1     1   20      1.22    232.66    275.71     -0.07      6.00      0.10     19.86      0.00     57.17
 2017     1     1   21      1.62    225.31    275.48     -0.21      6.00      0.14     19.87      0.00     65.95
 2017     1     1   22      1.67    234.49    275.13     -0.17      6.00      0.14     19.86      0.00     66.98
 2017     1     1   23      1.33    285.98    274.62      0.08      6.00      0.11     19.86      0.00     59.81
 2017     1     2    0      1.25    304.17    274.59      0.06      6.00      0.11     19.86      0.00     57.96
 2017     1     2    1      1.01    331.91    276.15     -0.01      6.00      0.09     19.86      0.00     52.17
 2017     1     2    2      0.55    343.28    275.68     -0.01      6.00      0.05     23.27      0.00     50.00
 2017     1     2    3      1.17    310.02    274.86      0.05      6.00      0.10     19.86      0.00     55.98
 2017     1     2    4      1.49    347.93    275.51      0.16      6.00      0.13     19.86      0.00     63.14
 2017     1     2    5      1.39    344.70    275.34      0.14      6.00      0.12     19.86      0.00     61.18
 2017     1     2    6      1.32    338.87    274.89      0.02      6.00      0.11     19.86      0.00     59.53
 2017     1     2    7      1.34    345.94    275.04      0.02      6.00      0.11     19.86      0.00     59.89
 2017     1     2    8      1.39    346.06    275.09      0.07      6.00      0.12     19.86      0.00     61.18
